Source,Target,Weight
HeroesOfNewerth,Spirol,8
MangaTraders,MuslimDirectory,32
Adobe,ServerPact,7442
Boxee,xat,168
Dodonew,Flashback,305
17Media,Nulled,1156
NetEase,Tianya,12830369
126,WHMCS,19
Neopets,ThisHabboForum,9606
Neopets,Neteller,36326
Spirol,XSplit,3
MySpace,TRAI,5429
CheapAssGamer,VK,1381
MoDaCo,WPT,173
BusinessAcumen,NexusMods,18
LizardSquad,QatarNationalBank,7
HackingTeam,Insanelyi,3
LinkedIn,Yahoo,113391
Hemmakvall,VK,61
CheapAssGamer,Yahoo,1909
BTSec,GeekedIn,17552
QuantumBooter,Seedpeer,48
MuslimDirectory,PSX-Scene,29
LinkedIn,PSX-Scene,32605
Aipai,Onverse,364
AcneOrg,GamerzPlanet,1232
ServerPact,Verified,1
Bell,ClixSense,8
AhaShare,TRAI,96
Leet,Tianya,10660
Gamigo,ModernBusinessSolutions,44471
BigMoneyJobs,HeroesOfGaia,4
Leet,ThisHabboForum,6625
Avast,Xbox-Scene,1038
AcneOrg,SkTorrent,19
HeroesOfNewerth,MinecraftPocketEditionForum,162
MangaTraders,OwnedCore,6222
Dominos,PixelFederation,24
PSX-Scene,UnrealEngine,1651
Comcast,GamerzPlanet,83
WIIUISO,Xbox-Scene,7255
GameTuts,LoungeBoard,621
AcneOrg,Hemmakvall,108
AstroPID,PaddyPower,1
BlackHatWorld,Leet,916
Lifeboat,Tianya,12869
Lifeboat,VBulletin,1094
FoxyBingo,Trillian,425
GFAN,ModernBusinessSolutions,5624
ModernBusinessSolutions,ServerPact,1219
MuslimDirectory,Uiggy,33
Dropbox,FFShrine,74288
Boxee,Forbes,1241
FoxyBingo,mSpy,107
LinuxMint,Spirol,2
AhaShare,WPT,22
Gawker,OwnedCore,3112
Nival,Sony,12
GTAGaming,GameTuts,4413
LinkedIn,Seedpeer,23511
OwnedCore,TruckersMP,343
Experian,Forbes,5325
Neteller,xat,7665
KMRU,UnrealEngine,55
Gamigo,Solomid,12082
Duowan,MinecraftPocketEditionForum,3
LOTR,R2Games,39709
BigMoneyJobs,VBulletin,31
Adobe,Insanelyi,28187
Aternos,Onverse,2438
HeroesOfNewerth,StarNet,550
CheapAssGamer,MuslimDirectory,34
MinecraftWorldMap,ModernBusinessSolutions,2199
StarNet,uTorrent,130
MySpace,uTorrent,76930
Forbes,xat,1963
17Media,iMesh,9088
QatarNationalBank,Vodafone,1
GTAGaming,Onverse,873
R2Games,SCDailyPhoneSpamList,106388
Gawker,MuslimDirectory,60
WHMCS,xat,2395
GameTuts,Vodafone,4
Dominos,Hemmakvall,3
Malwarebytes,Uiggy,63
Mac-Torrents,Xbox-Scene,921
ClixSense,Seedpeer,2504
NextGenUpdate,Xbox-Scene,9305
EpicGames,Experian,675
MuslimDirectory,WarInc,37
PokemonCreed,iMesh,6674
Onverse,TRAI,13
NexusMods,gPotato,143511
Hemmelig,MajorGeeks,12
BlackHatWorld,NexusMods,10316
126,PS3Hax,15
DLH,Seedpeer,565
BTSec,MangaTraders,13525
Avast,DLH,792
FFShrine,PS3Hax,6485
NetEase,Vodafone,137
Sony,SpecialKSpamList,3361
17Media,Experian,474
Experian,QatarNationalBank,53
DLH,Yandex,444
Aipai,Taobao,1253209
FlashFlashRevolution,Flashback,328
Spirol,gPotato,2
Boxee,GameTuts,5577
Bell,Seedpeer,2
DLH,HackingTeam,6
Dodonew,Malwarebytes,294
Neteller,SpecialKSpamList,67790
KMRU,Trillian,1113
BTSec,PixelFederation,136
126,BitTorrent,2
PaddyPower,VBulletin,580
PS3Hax,iDressup,390
NexusMods,Patreon,77380
17Media,ArmyForceOnline,1632
Taobao,Xbox-Scene,810
ServerPact,Uiggy,224
Malwarebytes,WarInc,599
LinkedIn,NexusMods,277661
HeroesOfNewerth,MangaTraders,33495
Mac-Torrents,Neteller,615
CannabisForum,Xbox-Scene,2164
CannabisForum,myRepoSpace,138
Hemmelig,WarInc,45
LizardSquad,MinecraftWorldMap,19
PaddyPower,Seedpeer,416
Aipai,LoungeBoard,25
FlashFlashRevolution,Lifeboat,11453
FoxyBingo,Xbox-Scene,444
Dominos,Patreon,683
PixelFederation,Plex,8
HackForums,PixelFederation,6
PHPFreaks,XSplit,1956
BattlefieldHeroes,LOTR,7
AhaShare,Insanelyi,331
17Media,MPGH,3898
Aipai,KMRU,52
Patreon,iPmart,3399
DLH,MinecraftWorldMap,1896
Lastfm,TruckersMP,3143
NetEase,Stratfor,8685
GamerzPlanet,MoneyBookers,6622
BTSec,MinecraftWorldMap,1493
BusinessAcumen,Lifeboat,6
Tumblr,WPT,3294
SCDailyPhoneSpamList,UnrealEngine,1434
Hemmakvall,iDressup,31
Leet,xat,10503
Bell,WildStar,1
Gamigo,Tianya,1631
PSX-Scene,R2Games,6991
Aipai,Lookbook,2138
AhaShare,LoungeBoard,99
Interpals,QatarNationalBank,86
PixelFederation,mSpy,10
EpicGames,IGF,32
KMRU,MPGH,244
BlackHatWorld,SpecialKSpamList,7550
Patreon,QatarNationalBank,42
PokemonCreed,SCDailyPhoneSpamList,1163
NetEase,QatarNationalBank,500
HackingTeam,SprashivaiRu,2
COMELEC,Nihonomaru,345
CheapAssGamer,TRAI,9
CannabisForum,LOTR,1996
Dropbox,PaddyPower,41923
NexusMods,Spirol,7
ServerPact,mSpy,30
ArmyForceOnline,Dropbox,14941
Neteller,ThisHabboForum,634
EpicGames,GFAN,820
FFShrine,QatarNationalBank,47
GeekedIn,Win7Vista,877
MinecraftPocketEditionForum,StarNet,1
BusinessAcumen,Mac-Torrents,2978
FoxyBingo,Neopets,6351
Onverse,Win7Vista,156
PS3Hax,Patreon,2501
Hemmelig,Malwarebytes,6
AcneOrg,MajorGeeks,1362
BlueSnapRegpack,MoneyBookers,75
AcneOrg,FlashFlashRevolution,4462
Flashback,FoxyBingo,28
Gamigo,Mac-Torrents,524
SkTorrent,UnrealEngine,191
Lastfm,Leet,41429
Interpals,Vodafone,69
BTSec,BusinessAcumen,578
Plex,uTorrent,3082
QatarNationalBank,XSplit,40
CheapAssGamer,MoneyBookers,1588
LoungeBoard,OwnedCore,1225
Trillian,Uiggy,3332
Boxee,HeroesOfGaia,21
BigMoneyJobs,Lastfm,1173
Taobao,iDressup,1469
Avast,MailRu,680
PSX-Scene,Sony,10
CrackCommunity,QatarNationalBank,3
ModernBusinessSolutions,iMesh,1485773
StarNet,Yandex,28
Lifeboat,StarNet,89
LinkedIn,VBulletin,64937
DDO,FlashFlashRevolution,22502
ModernBusinessSolutions,MyVidster,1111
COMELEC,Lookbook,649
Neopets,WHMCS,1144
EpicGames,Solomid,1523
HeroesOfGaia,KMRU,33
Adobe,Pokebip,40804
MuslimDirectory,MySpace,3494
Duowan,Stratfor,71
NexusMods,iPmart,53224
COMELEC,Dominos,19
000webhost,BusinessAcumen,14
MoneyBookers,WarInc,7177
AhaShare,WildStar,157
Uiggy,WIIUISO,475
Patreon,PokemonCreed,497
PSX-Scene,Yahoo,340
CannabisForum,Sony,31
MinecraftWorldMap,Neteller,124
BlueSnapRegpack,LinuxMint,8
MailRu,QuantumBooter,22
DDO,VK,9264
Lifeboat,PS3Hax,1751
EpicGames,VK,1786
126,MySpace,4039
Mac-Torrents,MinecraftWorldMap,112
Bell,Stratfor,6
FoxyBingo,Yahoo,169
ModernBusinessSolutions,PHPFreaks,2767
SkTorrent,Verified,1
Malwarebytes,PS3Hax,460
HackingTeam,R2Games,22
Tumblr,WarInc,101598
KMRU,WHMCS,32
Boxee,Vodafone,22
MangaTraders,Sony,12
EpicGames,ModernBusinessSolutions,7723
COMELEC,Tianya,144
Minefield,Onverse,251
MuslimDirectory,VK,185
Insanelyi,Lookbook,511
Plex,WarInc,1595
Aipai,MailRu,185
EpicGames,MinecraftPocketEditionForum,48
MPGH,SpecialKSpamList,31074
Lifeboat,WildStar,607
Aipai,XSplit,7378
Minefield,Verified,1
000webhost,Win7Vista,12983
Plex,Win7Vista,1589
LOTR,Win7Vista,1324
Stratfor,mSpy,895
NextGenUpdate,R2Games,30978
Duowan,QuantumBooter,4
Comcast,PixelFederation,8
MyVidster,Patreon,44
Trillian,XSplit,55491
PHPFreaks,Seedpeer,200
MPGH,Nulled,49827
GameTuts,VK,2445
17Media,BitTorrent,27
Gamigo,PHPFreaks,1005
AstroPID,Lastfm,531
000webhost,StarNet,1084
NetEase,WPT,998
CannabisForum,MoDaCo,1222
Adobe,COMELEC,14447
CheapAssGamer,WHMCS,173
LoungeBoard,xat,4442
FoxyBingo,Onverse,380
CannabisForum,HeroesOfGaia,147
BlackHatWorld,GFAN,2200
GamerzPlanet,Lastfm,60322
Hemmakvall,iPmart,104
Aipai,SprashivaiRu,39
COMELEC,Vodafone,2
R2Games,Teracod,2999
BlackHatWorld,ClixSense,19331
Nihonomaru,Yandex,99
BTSec,Patreon,22936
Mac-Torrents,Rambler,101
MajorGeeks,PokemonCreed,67
BigMoneyJobs,LOTR,79
DLH,WildStar,12413
BusinessAcumen,MangaTraders,137
Mac-Torrents,Plex,1532
SkTorrent,Taobao,21
MinecraftPocketEditionForum,SprashivaiRu,3
OwnedCore,Yahoo,1675
BigMoneyJobs,CivilOnline,8
CheapAssGamer,Tumblr,48404
CannabisForum,Tumblr,13676
AndroidForums,Avast,3801
AhaShare,NexusMods,1796
MyVidster,PaddyPower,4
MoDaCo,Vodafone,42
Interpals,SumoTorrent,741
Interpals,Rambler,14406
R2Games,UnrealEngine,12402
Uiggy,VK,11088
ModernBusinessSolutions,Xbox-Scene,10218
BTSec,gPotato,33612
SCDailyPhoneSpamList,Stratfor,14309
Leet,myRepoSpace,3862
Plex,ServerPact,44
DLH,GameTuts,6012
EpicGames,MailRu,225
QuantumBooter,Vodafone,2
GFAN,ServerPact,69
AhaShare,CrackCommunity,69
ArmyForceOnline,SprashivaiRu,799
QatarNationalBank,TRAI,16
Lifeboat,Pokebip,2392
ServerPact,Stratfor,39
CrackCommunity,ModernBusinessSolutions,328
ModernBusinessSolutions,QuantumBooter,2044
Mac-Torrents,VBulletin,1544
Neteller,Onverse,985
Mac-Torrents,MailRu,215
HeroesOfNewerth,MoneyBookers,36848
Insanelyi,MoDaCo,3380
BTSec,MuslimDirectory,153
Adobe,ThisHabboForum,36475
OwnedCore,Yandex,72
AcneOrg,Aternos,39
Dropbox,LinuxMint,36061
Adobe,iMesh,4484995
AcneOrg,Lastfm,34451
Aipai,Verified,18
Mac-Torrents,Win7Vista,663
Gawker,Hemmakvall,36
GTAGaming,GamerzPlanet,3536
BTSec,TruckersMP,550
CannabisForum,NetEase,3090
ArmyForceOnline,MangaTraders,328
Gamigo,Nihonomaru,52532
PixelFederation,QatarNationalBank,1
Bell,PaddyPower,4
Experian,MangaTraders,1454
CheapAssGamer,R2Games,6474
Dodonew,iDressup,2442
Gawker,TRAI,40
FlashFlashRevolution,Yandex,1
Adobe,ModernBusinessSolutions,3217552
GamerzPlanet,IGF,26
Solomid,WHMCS,72
PixelFederation,QuantumBooter,2
000webhost,Dominos,3693
Leet,Trillian,6730
MajorGeeks,Taobao,121
BigMoneyJobs,BitTorrent,4
GTAGaming,QatarNationalBank,16
Lastfm,MPGH,167708
AcneOrg,PokemonCreed,239
000webhost,Xbox-Scene,8053
WHMCS,Yahoo,563
QuantumBooter,TruckersMP,62
Malwarebytes,iDressup,52
Dominos,Rambler,4
BigMoneyJobs,GeekedIn,135
Win7Vista,iPmart,19989
EpicGames,PHPFreaks,1501
COMELEC,GeekedIn,163
Hemmelig,Trillian,182
Dropbox,Uiggy,39962
EpicGames,Seedpeer,269
CrackCommunity,Tumblr,1393
Neopets,Nival,14163
ModernBusinessSolutions,Yahoo,26171
Seedpeer,iDressup,241
LizardSquad,PHPFreaks,25
Insanelyi,SprashivaiRu,78
Comcast,LinuxMint,191
LizardSquad,NetEase,191
PHPFreaks,SpecialKSpamList,1712
FoxyBingo,Verified,5
Dominos,OwnedCore,1205
LoungeBoard,PS3Hax,551
SprashivaiRu,XSplit,9593
Gamigo,QuantumBooter,780
CrackCommunity,ThisHabboForum,193
LoungeBoard,ThisHabboForum,131
GeekedIn,Neteller,2924
LOTR,Lifeboat,2138
SprashivaiRu,Warframe,2759
Hemmakvall,MoDaCo,93
ServerPact,Win7Vista,31
PokemonCreed,SprashivaiRu,59
FFShrine,Tumblr,74048
Hemmakvall,MinecraftWorldMap,9
LinkedIn,Neopets,844588
Uiggy,XSplit,4419
GeekedIn,Insanelyi,522
HackingTeam,ModernBusinessSolutions,115
SprashivaiRu,Yahoo,10
Gamigo,Win7Vista,3892
Adobe,FFShrine,151007
Hemmelig,QatarNationalBank,5
LOTR,iDressup,1028
AcneOrg,AstroPID,125
Nihonomaru,VK,23030
KMRU,XSplit,363
NexusMods,Teracod,901
Flashback,Win7Vista,81
Aipai,ClixSense,418
Patreon,SumoTorrent,355
DDO,HeroesOfNewerth,119232
iMesh,mSpy,12047
NexusMods,Taobao,52517
Flashback,VBulletin,217
Nival,Tianya,299
OwnedCore,VK,17659
Malwarebytes,ServerPact,20
Nulled,Plex,617
Hemmakvall,Trillian,271
COMELEC,Spirol,1
HeroesOfGaia,Yandex,4
SpecialKSpamList,WPT,8162
QatarNationalBank,Win7Vista,30
BusinessAcumen,PHPFreaks,1237
CheapAssGamer,Minefield,46
Duowan,WildStar,61
MinecraftWorldMap,iPmart,451
Aipai,UnrealEngine,1375
Aipai,Malwarebytes,64
HeroesOfGaia,Patreon,581
Pokebip,ServerPact,60
ArmyForceOnline,Comcast,39
BitTorrent,DDO,194
Adobe,Uiggy,116074
PixelFederation,Rambler,3
Duowan,Trillian,631
FFShrine,NetEase,12100
Bell,SpecialKSpamList,10
PokemonCreed,Tumblr,12762
Boxee,ServerPact,11
GamerzPlanet,ServerPact,1636
AstroPID,Comcast,1
AcneOrg,SpecialKSpamList,9479
BitTorrent,MoneyBookers,200
Lookbook,Stratfor,560
ThisHabboForum,VK,3487
ArmyForceOnline,Lookbook,520
HeroesOfNewerth,Win7Vista,5363
MySpace,Stratfor,100126
WildStar,iDressup,140
AhaShare,UnrealEngine,107
EpicGames,LoungeBoard,255
FoxyBingo,QuantumBooter,17
000webhost,WHMCS,11988
BitTorrent,Mac-Torrents,152
DLH,Duowan,576
QuantumBooter,VBulletin,273
BattlefieldHeroes,Lookbook,1
DLH,Uiggy,9053
CivilOnline,EpicGames,98
Tesco,iMesh,121
BitTorrent,VBulletin,239
CheapAssGamer,LOTR,14167
MoDaCo,ServerPact,76
EpicGames,Trillian,7790
Experian,Gamigo,2926
BattlefieldHeroes,Tumblr,6
eThekwiniMunicipality,iPmart,129
DLH,TRAI,81
Dominos,iDressup,202
AndroidForums,HeroesOfGaia,185
MySpace,iDressup,504249
Lastfm,XSplit,278204
Boxee,Gamigo,645
DLH,Lookbook,461
Mac-Torrents,iDressup,242
Leet,TruckersMP,214
GeekedIn,eThekwiniMunicipality,38
Gamigo,QatarNationalBank,64
Hemmakvall,iMesh,811
Aipai,HeroesOfNewerth,15179
GFAN,WIIUISO,1469
PSX-Scene,Seedpeer,997
AhaShare,Tesco,1
NetEase,Tumblr,192927
IGF,VBulletin,138
Lastfm,Tumblr,4016844
DDO,Uiggy,794
Nulled,VK,5178
COMELEC,UnrealEngine,41
AcneOrg,Tumblr,53372
Aipai,PaddyPower,163
BlueSnapRegpack,Sony,9
EpicGames,GameTuts,4690
PokemonCreed,SpecialKSpamList,2052
BigMoneyJobs,Warframe,3
17Media,Trillian,3141
Flashback,Verified,5
Win7Vista,iDressup,96
GameTuts,LinuxMint,260
MyVidster,WildStar,9
KMRU,gPotato,307
SpecialKSpamList,XSplit,22535
MinecraftPocketEditionForum,myRepoSpace,446
Gamigo,iMesh,379996
NextGenUpdate,Onverse,3804
Avast,HackingTeam,7
Onverse,SprashivaiRu,147
R2Games,Yahoo,3370
AndroidForums,QuantumBooter,76
Sony,iMesh,1126
Boxee,LinkedIn,43468
Mac-Torrents,ModernBusinessSolutions,1686
Dropbox,SpecialKSpamList,573665
LizardSquad,MPGH,2198
GFAN,Yahoo,291
ClixSense,Lifeboat,3668
Nulled,PSX-Scene,1958
SpecialKSpamList,WarInc,9785
AhaShare,Dropbox,13819
Forbes,HeroesOfNewerth,4895
EpicGames,WildStar,4799
R2Games,Tumblr,593298
CivilOnline,DLH,364
IGF,OwnedCore,33
CrackCommunity,KMRU,6
BlueSnapRegpack,Solomid,6
PaddyPower,xat,1143
ArmyForceOnline,QuantumBooter,204
StarNet,SumoTorrent,60
126,Nihonomaru,796
AstroPID,SpecialKSpamList,76
Aipai,CivilOnline,190214
COMELEC,GTAGaming,38
Nihonomaru,PokemonCreed,2030
Hemmelig,SpecialKSpamList,49
R2Games,Taobao,10109
Lifeboat,PokemonCreed,2083
OwnedCore,Tumblr,57857
WIIUISO,mSpy,282
Dropbox,Verified,515
Duowan,iPmart,785
Malwarebytes,VBulletin,1117
Mac-Torrents,Solomid,1586
GameTuts,Interpals,1734
HackForums,PSX-Scene,2088
Aipai,Dominos,117
Plex,VBulletin,3802
Duowan,gPotato,688
Avast,MoDaCo,13547
Adobe,WarInc,204418
LinkedIn,iMesh,2800579
Neteller,Stratfor,3739
ModernBusinessSolutions,VBulletin,5991
Patreon,SkTorrent,117
Leet,Patreon,4396
Patreon,SCDailyPhoneSpamList,7698
OwnedCore,Seedpeer,1073
17Media,Nival,261
BTSec,MPGH,35069
NextGenUpdate,QatarNationalBank,80
MangaTraders,Nival,2159
MoneyBookers,NetEase,53897
ArmyForceOnline,Solomid,468
Lifeboat,Vodafone,53
BlueSnapRegpack,GFAN,9
Duowan,WIIUISO,158
Duowan,WHMCS,22
MuslimDirectory,gPotato,64
Nihonomaru,Onverse,2982
KMRU,Mac-Torrents,28
Aternos,QatarNationalBank,3
Neteller,WPT,11149
KMRU,TruckersMP,6
GeekedIn,Xbox-Scene,1331
AcneOrg,Warframe,151
ArmyForceOnline,TRAI,21
Solomid,VK,1446
LoungeBoard,WHMCS,832
PS3Hax,eThekwiniMunicipality,37
AndroidForums,Solomid,768
GamerzPlanet,Xbox-Scene,2333
MySpace,MyVidster,5262
GameTuts,Tianya,727
AndroidForums,Minefield,65
AndroidForums,DDO,6367
GTAGaming,Seedpeer,237
ArmyForceOnline,Experian,783
Aipai,MajorGeeks,65
AhaShare,ModernBusinessSolutions,5570
SkTorrent,Warframe,200
ClixSense,Tumblr,112421
Aternos,gPotato,402
HackForums,OwnedCore,7693
MuslimDirectory,Patreon,29
Plex,SpecialKSpamList,5803
Dodonew,uTorrent,674
PS3Hax,WildStar,2511
DDO,eThekwiniMunicipality,14
BlueSnapRegpack,Dominos,7
Neopets,R2Games,353868
CheapAssGamer,FlashFlashRevolution,9979
ArmyForceOnline,GFAN,1736
Hemmakvall,LinkedIn,3584
ClixSense,mSpy,873
Solomid,SpecialKSpamList,2356
Malwarebytes,uTorrent,1239
COMELEC,xat,562
FlashFlashRevolution,SkTorrent,52
AndroidForums,Insanelyi,1734
HackForums,Xbox-Scene,1861
PaddyPower,myRepoSpace,78
GTAGaming,HackingTeam,2
Rambler,myRepoSpace,174
VK,Yahoo,2418
BlackHatWorld,LinkedIn,83926
ThisHabboForum,xat,3649
Flashback,ModernBusinessSolutions,217
MinecraftPocketEditionForum,WIIUISO,158
BTSec,PHPFreaks,5958
Forbes,MangaTraders,1120
DDO,MoneyBookers,12658
QuantumBooter,SumoTorrent,53
Malwarebytes,myRepoSpace,171
Neopets,Nihonomaru,118781
CheapAssGamer,Nival,841
ClixSense,ServerPact,123
Nihonomaru,PSX-Scene,24255
Experian,Lifeboat,8138
Dropbox,MinecraftWorldMap,8976
PSX-Scene,gPotato,3894
TruckersMP,UnrealEngine,828
Avast,Taobao,312
KMRU,OwnedCore,168
ModernBusinessSolutions,WIIUISO,18290
LinuxMint,TRAI,63
VK,iDressup,10254
Adobe,Tianya,406661
Gawker,PHPFreaks,1642
Tianya,WarInc,940
Neopets,Yandex,54
LinuxMint,Tianya,205
Neopets,gPotato,263678
LOTR,PokemonCreed,433
COMELEC,MPGH,424
GamerzPlanet,StarNet,43
Boxee,Pokebip,5
Hemmakvall,ServerPact,4
Dodonew,GTAGaming,453
BitTorrent,Solomid,840
Dodonew,PixelFederation,32
MangaTraders,iPmart,14391
Interpals,Nulled,1810
uTorrent,xat,2655
DLH,LinuxMint,839
BitTorrent,HeroesOfNewerth,490
ArmyForceOnline,iMesh,32730
LinuxMint,Rambler,70
Lookbook,MangaTraders,4514
MajorGeeks,Yahoo,1074
Flashback,Gawker,157
Neteller,Trillian,21945
PHPFreaks,ServerPact,37
BusinessAcumen,CrackCommunity,267
KMRU,SkTorrent,7
LOTR,Lastfm,148852
GameTuts,PaddyPower,404
Gamigo,Neopets,210078
Duowan,LizardSquad,6
Aipai,xat,391
HeroesOfGaia,MySpace,35617
Interpals,Solomid,1204
CivilOnline,Seedpeer,208
HeroesOfGaia,Trillian,1434
NextGenUpdate,Plex,4107
BTSec,MyVidster,452
iPmart,mSpy,1008
EpicGames,PaddyPower,267
Aternos,UnrealEngine,6834
NextGenUpdate,StarNet,20
GFAN,Trillian,12253
CannabisForum,XSplit,1295
CannabisForum,gPotato,2146
AhaShare,COMELEC,209
NetEase,Spirol,603
MoDaCo,Pokebip,214
UnrealEngine,WHMCS,254
BTSec,Gawker,26655
KMRU,Lookbook,95
GamerzPlanet,Nulled,12403
MinecraftPocketEditionForum,MoneyBookers,19
Uiggy,VBulletin,304
BusinessAcumen,VBulletin,121
GeekedIn,NexusMods,18513
DDO,mSpy,954
Onverse,SumoTorrent,213
Flashback,MyVidster,2
ModernBusinessSolutions,Sony,5288
Aipai,MoneyBookers,1371
126,iMesh,796
CannabisForum,WHMCS,121
Lookbook,Neteller,718
HackForums,iDressup,95
MuslimDirectory,iPmart,347
Duowan,Warframe,584
Flashback,MoDaCo,507
Lastfm,Seedpeer,20346
MyVidster,VK,81
MajorGeeks,PS3Hax,1205
GTAGaming,SkTorrent,67
ModernBusinessSolutions,SprashivaiRu,467
CivilOnline,MinecraftWorldMap,27
PaddyPower,Win7Vista,189
MailRu,TruckersMP,184
Lastfm,SpecialKSpamList,588164
Avast,Onverse,213
gPotato,myRepoSpace,450
FFShrine,Flashback,193
BusinessAcumen,MinecraftWorldMap,96
AstroPID,WIIUISO,126
ArmyForceOnline,Onverse,4695
SumoTorrent,Xbox-Scene,804
MailRu,MySpace,139667
MuslimDirectory,Tumblr,512
Pokebip,SpecialKSpamList,478
PSX-Scene,uTorrent,2009
Gamigo,Verified,51
OwnedCore,Taobao,2158
Neopets,Spirol,27
COMELEC,ThisHabboForum,40
17Media,Dominos,105
MajorGeeks,Spirol,8
Mac-Torrents,WarInc,192
Malwarebytes,XSplit,2112
PSX-Scene,PokemonCreed,859
Dominos,uTorrent,215
MoneyBookers,Warframe,1353
BitTorrent,NextGenUpdate,212
LizardSquad,SkTorrent,10
GamerzPlanet,SpecialKSpamList,11017
WHMCS,Yandex,2
LinuxMint,Vodafone,21
CrackCommunity,GeekedIn,34
Aternos,PaddyPower,31
Tianya,WPT,66
EpicGames,Tumblr,27806
MailRu,PS3Hax,395
MySpace,Uiggy,196918
Avast,LizardSquad,13
Minefield,SCDailyPhoneSpamList,53
Patreon,Yandex,21
BigMoneyJobs,Neteller,291
Dropbox,GamerzPlanet,57844
CannabisForum,Patreon,436
EpicGames,Lookbook,809
Patreon,WarInc,8622
AhaShare,PokemonCreed,60
FoxyBingo,ServerPact,11
Bell,VK,10
PaddyPower,Vodafone,12
Malwarebytes,QuantumBooter,49
Adobe,Experian,378281
GameTuts,Nihonomaru,7869
126,uTorrent,7
Gamigo,LinkedIn,177491
Leet,QuantumBooter,353
EpicGames,Uiggy,156
MailRu,gPotato,2143
PixelFederation,SkTorrent,111
17Media,DLH,1973
LinkedIn,LizardSquad,458
Gawker,QuantumBooter,62
DLH,Mac-Torrents,276
Experian,Tesco,2
Adobe,GeekedIn,209218
CrackCommunity,NextGenUpdate,670
MangaTraders,WildStar,6011
MySpace,Trillian,762037
FlashFlashRevolution,Insanelyi,1250
EpicGames,ServerPact,51
Dominos,WIIUISO,378
BitTorrent,Uiggy,22
126,Interpals,256
Hemmakvall,MinecraftPocketEditionForum,3
IGF,iDressup,3
ClixSense,SCDailyPhoneSpamList,36929
MySpace,Yahoo,163323
Bell,NetEase,41
Duowan,PS3Hax,166
MySpace,NexusMods,912100
CrackCommunity,EpicGames,49
MySpace,WildStar,107129
Dominos,Hemmelig,10
BlackHatWorld,Tesco,4
BusinessAcumen,Nihonomaru,3424
Aipai,HackingTeam,3
BusinessAcumen,ThisHabboForum,143
BusinessAcumen,Neteller,1
Aipai,ThisHabboForum,379
MinecraftPocketEditionForum,Sony,1
MangaTraders,MoneyBookers,3116
SCDailyPhoneSpamList,Teracod,33
GameTuts,Patreon,3590
BattlefieldHeroes,Insanelyi,1
Lookbook,PixelFederation,9
Solomid,WIIUISO,1221
BlueSnapRegpack,Plex,43
HackingTeam,uTorrent,1
PixelFederation,myRepoSpace,6
AhaShare,QatarNationalBank,60
Lookbook,VBulletin,1944
Dominos,Lifeboat,407
Forbes,Solomid,1524
Dropbox,LoungeBoard,6765
Lifeboat,Mac-Torrents,224
Yandex,iMesh,332
PHPFreaks,TRAI,43
ThisHabboForum,myRepoSpace,296
NextGenUpdate,Yandex,23
000webhost,Malwarebytes,3490
WarInc,iDressup,956
126,Leet,27
FlashFlashRevolution,MinecraftWorldMap,613
LinuxMint,Minefield,45
126,Xbox-Scene,21
ArmyForceOnline,Interpals,2396
Neteller,iPmart,14267
Stratfor,Tesco,3
000webhost,iDressup,6098
Dominos,GTAGaming,127
Win7Vista,Xbox-Scene,2769
ArmyForceOnline,Neopets,11106
MPGH,Neteller,6149
Dodonew,MinecraftPocketEditionForum,29
17Media,Adobe,117308
QuantumBooter,Win7Vista,31
DDO,PaddyPower,610
AhaShare,StarNet,7
HackingTeam,PS3Hax,7
MinecraftPocketEditionForum,Nihonomaru,169
Flashback,Stratfor,108
QuantumBooter,iMesh,1764
17Media,KMRU,42
Trillian,iDressup,2869
Bell,GamerzPlanet,2
Dominos,Leet,474
GamerzPlanet,HeroesOfGaia,2479
DDO,LizardSquad,59
XSplit,iPmart,16376
HackingTeam,Onverse,5
Dominos,Xbox-Scene,240
Dominos,MangaTraders,830
SprashivaiRu,Yandex,8024
MinecraftPocketEditionForum,MoDaCo,132
QuantumBooter,Uiggy,58
Onverse,SkTorrent,82
126,IGF,1
Leet,Minefield,491
BitTorrent,Dodonew,40
MangaTraders,WHMCS,96
Stratfor,WIIUISO,261
Experian,MPGH,3346
iPmart,uTorrent,8752
Boxee,Warframe,59
ClixSense,MailRu,2781
Avast,Gamigo,1444
126,myRepoSpace,113
PokemonCreed,TruckersMP,13
Bell,Nulled,1
Gamigo,Patreon,15091
Aternos,Yandex,40
17Media,ModernBusinessSolutions,25987
AstroPID,NetEase,29
Nival,R2Games,146359
SprashivaiRu,Tumblr,40237
Leet,Taobao,3998
BattlefieldHeroes,Lifeboat,1
BattlefieldHeroes,NexusMods,10
Stratfor,Uiggy,497
PS3Hax,uTorrent,1866
BitTorrent,FlashFlashRevolution,520
BigMoneyJobs,BlueSnapRegpack,22
WHMCS,eThekwiniMunicipality,14
Patreon,StarNet,71
CannabisForum,PaddyPower,569
HeroesOfNewerth,PSX-Scene,8566
Lastfm,gPotato,206377
Gawker,SCDailyPhoneSpamList,15917
FlashFlashRevolution,Spirol,1
CheapAssGamer,Comcast,833
Forbes,Patreon,5971
Dominos,MinecraftWorldMap,51
Tumblr,uTorrent,24834
SprashivaiRu,uTorrent,1772
EpicGames,MyVidster,8
Solomid,XSplit,66966
FFShrine,GeekedIn,1423
Seedpeer,Yahoo,428
NexusMods,TRAI,132
HackingTeam,MinecraftWorldMap,1
